nom_adjudicatari,nif,tipus_contractes,objecte,procediment,import_adjudicacio_net_sense_iva,import_adjudicacio_iva,nombre_contractes
LA PAU SCCL,F08828493,Serveis,Prevenció d’accidents a Via Pública 2021,Menor,10205.0,12348.05,1
LA PERA COMUNICACIÓ SCCL,F67289058,Serveis,CAMPANYA DE COMUNICACIÓ DE LA REACTIVACIÓ I ENFORT,Menor,14200.0,17182.0,1
"LA POLIFACETICA, SL",B65426488,Serveis,Campanya Subv. Extrord. i Commemoració 1 Maig,Menor,12900.0,15609.0,1
LA PROSPERITAT CULTURA EN ACCI,G64781123,Serveis,ACTIVITATS PUNTUALS EN L'ÀMBIT ESPORTIU,Menor A Genèrica,2591.1,2591.1,1
"LA SELVA. ECOSISTEMA CREATIU,",F67296624,Serveis,Producció activ. festives puntuals barris C. Vella,Menor A Genèrica,1186.0,1435.06,1
LA TAULA SCCL,F60611977,Serveis,Elaboració doc. present Usos Edifici Gustau Gili,Menor,2653.6,3210.86,1
LA TEMPESTA COOPERATIVA SCCL,F67588004,Serveis,Despeses atencions protocol.àries Ciència,Menor A Genèrica,2611.0,2872.1,3
LA TREMENDA SCCL,F67156497,Serveis,Difusió Destinació Barcelona Biosphere,Menor,3460.0,4186.6,1
"LA UTOMICA, S.C.C.L.",F05416656,Serveis,Organització actes i altres campanyes Participació,Menor A Genèrica,3000.0,3630.0,1
LA VANGUARDIA EDICIONES S.L.,B61475257,Privat d'Administració Pública,Subscripcions La Vanguardia 2021,Menor,24902.7,25898.81,1
LABORATORI DR. F.ECHEVARNE ANA,A08829848,Serveis,Confirmatori de drogues en orina i drogues en cabe,Menor,2364.5,2661.13,1
"LABORATORIDART, S.L.",B66212093,Obres,Obres adequació sala polivalent Biblioteca S_Barat,Menor,39996.45,48395.7,1
LABORATORIO ARAGO,B08651481,Subministraments,medicaments i zoosanitaris pel CAACB,Menor A Genèrica,1445.76,1590.3400000000001,2
LACOL SCCL,F66248154,Serveis,Projecte de Rehabilitació de local carrer Encuny 7,Menor,9250.0,11192.5,1
LAERDAL MEDICAL AS,W0281641A,Subministraments,Subm utillatge i mat sanitari ambulàncies SPEIS,Menor A Genèrica,397.0,450.67,1
LAGROC SOLUTIONS SOCIEDAD LIMI,B67166413,Serveis,Directori entitats relacionades amb soledat,Menor,9400.0,11374.0,1
LAMBDA NORTE S.L.,B84447366,Serveis,Integració d’expedients patrimonials amb afectació,Menor,14750.0,17847.5,1
LANACCESS TELECOM SA,A48839435,Serveis,Reparació d'equips electrònics,Menor A Genèrica,1180.0,1427.8,1
LAND LAB LABORATORIO DE PAISAJ,B85286268,Serveis,Estudi gestió de l'aigua i urbanisme,Menor,14550.0,17605.5,1
LANDEM PROJECT MANAGEMENT SL,B67215038,Serveis,DIRECCIÓ D’OBRES EQUIPAMENTS 2021,Obert simplificat abreujat,3812.67,4613.33,1
"L'APOSTROF, SCCL",F61292181,Serveis,Creació continguts digitals mesures i restriccions,Menor,3924.0,4748.04,1
L'ARC TALLER MUSICA FUNDACIÓ P,G60073186,Serveis,Tallers musica a escoles educació especial,Menor,1080.0,1080.0,1
"LAUDARE, S.A.",A58847179,Serveis,Serv. produc actes puntuals no recurrents C. Vella,Menor A Genèrica,347.8,420.84,1
"LAVERT, PROJECTES CULTURALS, S",B63668511,Serveis,Recopilació documental seguiment d'obres i actuaci,Menor,14950.0,18089.5,1
LAVOLA 1981 SAU,A58635269,Serveis,Aplicació compensació gasos efecte hivernacle,Menor,820.0,992.2,1
LEAN FOCUS S.L,B64425606,Serveis,Seguiment lipoatròfia semicircular UT 7 GUB,Menor,4132.23,5000.0,1
"LEAN RESEARCH, SL",B02672715,Serveis,Estudi audiència Ràdio Gràcia,Menor,11890.0,14386.9,1
LEGAL PLANNING SL,B85653350,Serveis,Formació i simulacre d'emergències,Menor,1020.42,1020.42,1
"LEGAL STRENGTHS,SL",B64972888,Serveis,AT tramitació sol·licituds devolució taxes,Menor,10077.5,12193.78,1
"LEICA GEOSYSTEMS, SL",B61395497,Subministraments,Adquisició de altre material de consum,Menor A Genèrica,698.2,844.82,1
LEKU STUDIO  SLP,B67346841,Serveis,Disseny publicació Protegim les escoles,Menor,14500.0,17545.0,1
LES CORTS SOM POBLE,G65030165,Serveis,Tallers Escoles Violència Envers Les Dones,Menor,495.87,600.0,1
"L'ESBERLA, SCCL",F65950149,Serveis,Servei diagnosi i acompanyament formatiu temps i g,Menor,7940.0,9607.4,1
L'ESPECTACLERIA SL,B66048034,Serveis,Actes Premi 8 de març 2021,Obert simplificat abreujat,32700.0,39567.0,1
LETTERS INSTALACIONES BARCELON,B66359886,Serveis,"Cultura, organització d'actes i activitats",Menor A Genèrica,860.0,1040.6,1
"LGAI TECHNOLOGICAL CENTER, SA",A63207492,Serveis,verificació i calibració equips mesura,Obert simplificat,65928.0,79772.88,1
"LIBRA BIENES RAICES, SL",B62533450,Serveis,Disseny taules cronològiques de paràmetres urbans,Menor,14615.0,17684.15,1
LIBRERIA LA JURIDICA S.L.,B62473780,Subministraments,Compra llibres Gerències i Districtes 2021,Menor A Genèrica,7376.56,7671.640000000001,19
"LIDEROU, SL",B17443136,Serveis,Protocol·lari DS Persones i Territori,Menor A Genèrica,384.0,422.4,1
LIMINVEC 2019 SL,B67619064,Serveis,Neteja exterior de furgonetes,Licitació amb Negociació,24793.39,30000.01,1
LIMPIEZAS DEYSE SL,B08383085,Obres,OBRES DESBROSSAMENT PARCEL.LES ZONA NORD DISTRICTE,Menor,39675.0,48006.75,1
LIMPIEZAS RODRIGUEZ VALLES ORI,B67098020,Serveis,Can Girona. Senyalització prohibit caçar.,Menor,14950.0,18089.5,1
"LINDYHOP, S.L. (EN CONSTITUCIO",B66221326,Serveis,"La Sedeta, organització d'actes i activitats",Menor A Genèrica,600.0,726.0,1
LINEAS Y MONTAJES ELECTRICOS Y,A58634320,Serveis,Instal·lació CPM-MF-4 a quiosc premsa,Menor,12838.0,15533.98,1
LINGUASERVE INTERNACIONALIZ. S,A82615972,Serveis,ACTES PUNTUALS,Menor A Genèrica,3944.35,4772.67,6
LINNEX TECHNOLOGY SL,B65750796,Subministraments,Adquisició de material fungible,Menor A Genèrica,2054.1,2485.4700000000003,5
"LIQUID MATHS, S.L.",B67203620,Serveis,Informes identificar models gestió incubadores,Menor,14800.0,17908.0,1
LITE SOLUTIONS SL,B65551533,Serveis,Serveis evolutius d'accessibilitat plataf. Jitsi,Menor,14800.0,17908.0,1
LIZARDTECH ESPAÑA SLU,B17775180,Serveis,Elaboració plànols comunicació d'infraestructura,Menor,8250.0,9982.5,1
LLIBRERIA AL.LOTS SL,B60262417,Serveis,ACTIVITATS PUNTUALS EN L'ÀMBIT EDUCATIU,Menor A Genèrica,327.42,340.52,1
"LLIBRERIA ANGLESA, SL",B64112527,Subministraments,Compra llibres Gerències i Districtes 2021,Menor A Genèrica,445.87,463.7,2
LLOGUER DE PIANOS DE CONCERT S,B61537775,Subministraments,Lloguer piano pel concert auditori AXA,Menor,485.0,586.85,1
"LLOP GESTIO ESPORTIVA, SL",B62538228,Serveis,Gestió dinamit pistes poliesport Mont i Can Baro,Obert,102604.04,124150.89,1
LLUÏSOS D' HORTA,G08768368,Serveis,MOSTRA DE TEATRE,Menor,9090.9,10999.99,1
LOGICA SERVICIOS GLOBALES DE,B63960942,Serveis,Avaluació de riscos instal·lacions La Model,Menor,4890.0,5916.9,1
LOGINFAR SLU,B61265237,Serveis,SERVEI DE MANTENIMENT MAQUINA CASHLOGY,Obert simplificat abreujat,3223.14,3900.0,1
LOGISDOC SERVEIS INTEGRALS S.L,B66033150,Serveis,Estudi col•lecció doc. Associació Besòs,Menor,7924.59,9588.75,1
"LOGO TAMP, SL",B61399275,Serveis,ACTES PUNTUALS,Menor A Genèrica,730.0,883.3,1
LOGOMAT SL,B60548252,Serveis,Lloguer i neteja de catifes,Menor,1104.62,1336.59,1
LOKIMICA SA,A03063963,Serveis,Control de Plagues en Centres de Vulnerables,Menor,13990.0,16927.9,1
L'ORTIGA COOP.AGRICULTURA ECOL,F66307489,Serveis,Maleta pedagògica Alimentació sostenibles,Menor,14829.0,17943.09,1
LOSOM S.L.,B66631664,Serveis,Estudi geo-tècnic terreny jardí Palauet Albéniz,Menor,1540.0,1863.4,1
"LOST SIMETRY, S.L.",B14602403,Subministraments,Subm utillatge i mat sanitari ambulàncies SPEIS,Menor A Genèrica,194.0,234.74,2
LOVELYMAPS S.L.U.,B66855792,Serveis,proposta de desenvolupaments informàtics de les da,Menor,14950.0,18089.5,1
"LUDIC 3, S.C.C.L.",F60475902,Serveis,Activitats del programa de Promoció Cultural,Menor A Genèrica,2996.03,3295.63,1
"LUKIMEDIA, SL",B65392706,Serveis,Contribució augment capacitats Sarajevo,Menor A Genèrica,1925.75,2330.16,1
"LYRECO ESPAÑA, S.A.",A79206223,Subministraments,Compra equipament No homologat,Menor A Genèrica,121.81,147.39,1
"M. I J. GRUAS, S.A.",A25031576,Obres,Obres cruïlles ptge. Mariner amb Nàpols i Sicília,Menor,32879.38,39784.05,1
"M.M. BARCELONA, S.L. -MARC MAR",B60001013,Serveis,Despeses Menor Quantia 2021,Menor A Genèrica,2353.0,2847.13,1
"MABEL THE GRANJA, S.L",B66488024,Serveis,Atencions Protocol·làries 2021,Menor A Genèrica,1538.8,1709.46,5
MAC UNIFORMES SL,B66545963,Subministraments,Submin. mat. operatiu ii tècnic rep. per a la GUB,Menor A Genèrica,249.6,302.02,1
MACBA,Q5856181B,Serveis,Despeses producció esdeveniments Ciència 2021,Menor A Genèrica,1732.5,2096.33,1
"MADISON SOLUTIONS, S.L.",B66487075,Serveis,Servei manteniment ordinadors del CAACB any 2021,Menor,9550.0,11555.5,1
MAEN SYSTEM SL,B64971237,Serveis,Manteniment Portal Jurídic,Menor,2400.0,2904.0,1
MAESSA,A28500932,Serveis,Serveis manteniment obra civil galeries 22@,Menor,8072.8,9768.09,1
MAG POTA PRODUCCIONS SL,B65139487,Serveis,Organització d'actes tardor-hivern,Menor A Genèrica,661.16,800.0,1
MAGMACULTURA SL,B61949764,Serveis,Despeses menor quantia - Punts suport pressupostos,Menor A Genèrica,21.59,26.12,1
"MAILTECK, S.A.",A31501901,Serveis,Derivat Serveis impressió massiva,Basat en Acord Marc,20661.15,24999.989999999998,3
MAJOREL TRIA SLU,B83919506,Serveis,Serveis d'Atenció i Informació OMAC i OAE,Obert,8010423.77,9692612.76,1
"MAKING MOVIES FILMS & DOCS, S.",B05364088,Serveis,Despeses menor quantia relacionades amb producció,Menor A Genèrica,3000.0,3630.0,1
"MALLOL TRADUCTORS ASSOCIATS, S",B63656037,Serveis,Actes Digitals Plenaris Ciutat Vella,Menor,2500.0,3025.0,1
MAMVO PERFORMANCE S.L.,B81440810,Serveis,Servei de seguiment als mitjans de comunicació,Menor,11748.0,14215.08,1
"MANANTIAL DE SALUD, S.L.",B61473120,Subministraments,Productes alimentaris per a reunions de la gerènci,Menor A Genèrica,582.12,640.3299999999999,4
MANNERS CONGRESOS SL,B60492089,Serveis,Coordinació del Congrés CicloBcn,Menor,14900.0,18029.0,1
MANNERS TRADUCCIONS SL,B63414734,Serveis,Interpretació simultanea presentació SuperIllaBCN,Menor,8230.0,9958.3,1
MANSER INSTALACIONES Y SERVICI,B58591835,Serveis,Reparacions (mant. correctiu) equips i eines SPEIS,Menor A Genèrica,888.5,1075.0900000000001,4
MANTENIMIENTO INTEGRAL DE HOST,F60349321,Serveis,Manteniment i reparació equips de cuina Alcaldia,Menor A Genèrica,344.5,416.86000000000007,5
MANUAL SCCL,F62133160,Serveis,"Joventut, organització d'actes i activitats",Menor A Genèrica,1500.0,1815.0,1
MANUFACTURA POLITENO SL,B08863532,Serveis,Organització actes protocol.laris,Menor A Genèrica,969.0,1172.49,1
MANUSA DOOR SYSTEMS SL,B61579348,Serveis,Revisions portes automàtiques per a persones GSIP,Menor,4995.0,6043.95,1
MAQUINARIA ARTES GRAFICAS HART,B08140287,Serveis,Manteniment i reparació altres béns singulars,Menor A Genèrica,688.71,833.33,4
MAQUINAS COPIADORAS COPY-SERVI,B62756424,Serveis,Manteniment repara. equips i altres béns sing.,Menor A Genèrica,365.3,442.01,2
MARCS ARIAS S.L.,B08762767,Subministraments,Adquisició de material fungible,Menor A Genèrica,483.94,585.5699999999999,5
MARE DÉU MONTSERRAT I ENTORNS,G67264879,Serveis,ACTIVITATS DE NADAL,Menor A Genèrica,1000.0,1000.0,1
MARIN PARTNERS STUDIO SLU,B67493437,Subministraments,Petit Mant i reparacions CAACB i colonies,Menor A Genèrica,235.18,284.57,1
MARINA BCN DISTRIBUCIONS SL,B59737882,Subministraments,medicaments i zoosanitaris pel CAACB,Menor A Genèrica,420.0,449.4,3
"MARINER 3S ESPAÑA, SL",B62062575,Serveis,"Esports i salut, organització d'actes i activitats",Menor A Genèrica,802.62,971.17,1
"MARINVA SERVEIS I PROJECTES, S",B60921723,Serveis,Disseny i producció joc contra soledat infants,Menor,14700.0,17787.0,1
MARKET AAD INVESTIGACIONS DE M,B60980414,Serveis,Gestió Targeta Rosa i Targeta Barcelona Solidària,Obert simplificat,90750.0,109807.5,1
MARSAL EQUIPOS NAUTICOS,B66506940,Serveis,ATENCIONS PROTOCOL·LÀRIES i REPRESENTATIVES 2021,Menor A Genèrica,720.8,872.17,1
"MARSH RISK CONSULTING, SL",B48527485,Serveis,Anàlisi estimació pèrdues edificis + 70M€,Menor,13500.0,16335.0,1
"MARSH SA, MEDIADORES DE SEGURO",A81332322,Serveis,Mediador d'assegurances,Obert,59522.74,59522.74,1
MARZA S.L.,B12007456,Subministraments,Arrendament vehicle Alcaldia,Menor,6363.72,7700.1,1
MAS RETINA,G67252155,Serveis,FESTIVAL FOTOGRAFIA SOBRE DRETS HUMANS I JUSTÍCIA,Menor,3585.0,3585.0,1
MASIA  CAN MAYOL SL,B59915249,Serveis,Atenció protocolària,Menor A Genèrica,1224.0,1481.04,1
MASPUBLICO S.COOP.,F86598521,Privat d'Administració Pública,Subscripcions revistes corporatives (2) 2021,Menor A Genèrica,875.03,910.03,2
MASSACHS OBRES I PAISATGE SLU,B17245093,Obres,Renovació un tram cm. Can Castellví,Menor,39581.21,47893.26,1
MASSIVE AUDIO SL,B65197121,Serveis,"Viu Montjuïc el Parc de la Cultura, activitats",Menor A Genèrica,1195.0,1445.95,1
MASTER COLD SRL,B60409281,Obres,Climatització biblioteca Sant Pau Santa Creu,Obert simplificat abreujat,58826.86,71180.5,1
MASTER PLAN SL,B61066395,Serveis,Direcció d’Execució d’Obra APROP GLÒRIES.,Menor,14875.0,17998.75,1
"MATTERS ARQUITECTURA, S.L.P.",B66409970,Serveis,Estudi bones practiques de rehab. sost a Barcelona,Menor,14500.0,17545.0,1
"MAUD GRAN FORMAT, SL",B61733937,Serveis,APLICACIÓ SENYALÍSTICA OAC,Menor,3767.97,4559.24,1
"MCM PROJECTES I SERVEIS, S.A.",A61424917,Obres,Obres reparació filtracions Conservatori del Liceu,Menor,9127.33,11044.07,1
"MCRIT, S. L.",B58677428,Serveis,Estudi mobilitat macroscòpica varies ubicacions,Menor,14750.0,17847.5,1
"MCV, S.A.",A08795544,Serveis,Tasques de condicionament de l’estació de mesura d,Menor,2488.2,3010.72,1
"MECALUX, S.A.",A08244998,Serveis,Manteniment i reparació altres béns singulars,Menor A Genèrica,2693.0,3258.53,1
MECANIZADOS ALBERTO S.L,B66684408,Subministraments,subm equips i material extinció i salvament SPEIS,Menor A Genèrica,740.0,895.4,1
"MEDIA EUROPA, SL",B59864355,Serveis,Informe evolució dels horaris comercials zona turí,Menor,11850.0,14338.5,1
MEDIA MARKT ONLINE SAU,A64421738,Subministraments,Compra equipament No homologat,Menor A Genèrica,44.61,53.99,1
MEDIRFLASH SL,B63062046,Serveis,Ornamentació pels actes del 21.12 a Sarrià,Menor,4500.0,5445.0,1
MEGA FORTRIS IBERICA S.L.,B42930610,Subministraments,Submin. precintes per a la GUB,Menor,4999.0,6048.79,1
MEGAFONIAS VALLBONA SL,B62316211,Serveis,Megafonia de la Festa de la Bicicleta 2021,Menor,5480.0,6630.8,1
MEINSA SISTEMAS SL,B60841202,Subministraments,material per les sales de briefing de la GUB,Menor,14995.0,18143.95,1
MEL.EDUCACIO AMBIENTAL,G66148271,Serveis,"Educació ambiental, organització d'actes i activit",Menor A Genèrica,260.0,314.6,1
MENJADOR CA LA ROSA SCCL,F66502881,Serveis,Despeses menors actes puntuals no recurrents SPIT,Menor A Genèrica,910.0,1001.0,1
"MERCURY BARCELONA, SL",B60838216,Serveis,ACTIVITATS PUNTUALS DE SUPORT A DSPiT,Menor A Genèrica,459.0,555.39,1
"META ENGINEERING, S.A",A08646226,Serveis,AT departament Grans Infraestructures,Obert,129215.0,156350.15,1
METALCO SA,A08066896,Subministraments,subm equips i material extinció i salvament SPEIS,Menor A Genèrica,374.37,452.99,1
"METALUNDIA, S.L.",B18592139,Serveis,Entapissat cadires Biblioteca Ignasi Iglesias,Menor,2556.0,3092.76,1
"METEOSIM, S.L.",B63225817,Serveis,Subministrament de dades meteorològiques,Menor,4950.0,5989.5,1
METRICS VISIO CONSULTING SL,B64831647,Serveis,Jornades suport fites,Menor,3850.0,4658.5,1
METROPOLITANA DE OBRAS Y PROYE,B63191639,Obres,Obres rehab. coberta sala d'actes seu Dte. Gràcia,Obert simplificat,58641.14,70955.78,1
MEVA 369 OBRES I SERVEIS SL,B02753366,Obres,Omplerta d’antic dipòsit carbonera Edifici Vell,Menor,4820.39,5832.67,1
MEWA SERVICIO TEXTIL SL,B31659402,Serveis,Manteniment i reparació altres béns singulars,Menor A Genèrica,838.02,1014.0099999999999,11
MH INDUSTRIAS,B64570567,Subministraments,Compra rentadora industrial per al CAACB,Menor,7133.72,8631.8,1
MIATEC INNOVA SL,B62792783,Obres,Motorització i autom.de persianes Ateneu Dte 01.,Menor,33711.37,40790.76,1
"MIJOMI, SCCL",F62154968,Obres,Actualització Instal·lació ViD MeridianaNouBarris,Menor,20523.13,24832.99,1
MILMEX TRADE SL,B66132176,Obres,C - Desmuntatge barraques Beatriu-Lisboa-Argimon,Menor,19834.71,24000.0,1
"MIMAJOCS, S.L.",B62753785,Serveis,Festes i actes puntuals i no recurrents DSPiT,Menor A Genèrica,800.0,968.0,1
"MINUARTIA ESTUDIS AMBIENTALS,",B58928656,Serveis,Continguts publicació Pla verd i biodiversitat,Menor,14600.0,17666.0,1
"MIRABENT I PAGES ASSOCIATS, S.",B62998315,Serveis,Direcció d'obra sistema de videovigilància,Menor,14900.0,18029.0,1
MIRADA GRANJA SL,B67123018,Serveis,Taller de cohesió d'equip i gestió emocional,Menor,1200.0,1452.0,1
"MIRALLES & SERRA ASSESSORS, S.",B63584247,Serveis,Suport Admin. Gestió convocatòries Subvencions,Obert,41824.8,50608.0,1
MIX METAL·LIC SCP,J64794548,Obres,Fab i col·locació reixes coberta AvVidal i Bar 30,Menor,4989.0,6036.69,1
"MOBILE FOR YOU, SL",B65463515,Subministraments,Reposició material informàtic no fungible,Menor A Genèrica,973.8,1178.3,1
MOBIMETAL SCP,J65845331,Subministraments,Subm. cadires 24h per a la SCC GUB,Obert simplificat abreujat,17813.25,21554.03,1
MOLA TV SL,B63247134,Serveis,Assis.tècniques so/video als actes del DTE03 Sants,Menor,12263.0,14838.23,1
MOLINS ADVOCATS DEFENSA PENAL,B62565734,Serveis,Assistència i defensa jurídica membres GUB i SPEIS,Obert,300000.0,363000.0,1
"MOMENTUM GABINET D'ENGINYERIA,",B64757131,Serveis,Formació en obtenció de dades a través de EDR GUB,Menor,4000.0,4000.0,1
MOMENTUM LAB S.L,B66621061,Serveis,Estratègia de salut laboral,Obert,16506.21,19972.52,1
MON ECOLÒGIC SL,B60733797,Serveis,"Discapacitat, organització d'actes i activitats",Menor A Genèrica,255.0,308.55,1
"MON RECLAM, S.L.",B62742010,Serveis,Despeses Menor Quantia 2021,Menor A Genèrica,103.0,124.63,1
"MONCOBRA, S.A.",A78990413,Serveis,"SERVEIS MANT. OBRA CIVIL, INST. MECÀNIQUES I ELÈC.",Menor,10721.28,12972.75,1
MONICA VILA ARQUITECTURA & PRO,B66527946,Serveis,AUDITORIA PROJECTE AREA INFANTIL BIBLIO. 9BARRIS,Menor,4900.0,5929.0,1
MONREGRAF 2018 SL,B67189803,Serveis,Manteniment i reparació altres béns singulars,Menor A Genèrica,635.55,769.02,1
"MONTALGLASS, SL",B63560965,Obres,OBRES MILLORA A LES FUSTERIES DE 2 EQUIPAMENTS DTE,Menor,38710.48,46839.68,1
MONTCRUMA SL,B65922726,Obres,OAC C/Angli 31,Obert simplificat abreujat,58582.89,70885.3,1
"MONTSE INTERIORS, S.L.",B62752837,Subministraments,Subm. material de vesturari i EPI per a l'SPEIS,Menor A Genèrica,2972.5,3596.73,2
MOQUETAS EN FERIAS SL,B64366826,Subministraments,Subministrament despeses menor quantia Participaci,Menor A Genèrica,2000.0,2420.0,1
MOR ARQUITECTURA TECNICA SL.,B64033228,Serveis,Coordinació seguretat i salut contracta edificis,Menor,10650.0,12886.5,1
MORALES Y MARCILLAS S.L.,B61266060,Serveis,Reparacions de vehicles GUB de propietat,Menor A Genèrica,2488.78,3011.39,13
MORESQUARED SL,B66254335,Subministraments, Submin. mobliari reposició continuació línea GSP,Menor,14999.0,18148.79,1
MORIMBAUI SL,B66362922,Serveis,"Webs àrea, evolutius i desenvolupaments",Menor,14900.0,18029.0,1
MOTIVE DISSENY I COMUNICACIO S,B65216194,Serveis,Despeses menor quantia actes puntuals Consum,Menor A Genèrica,500.0,605.0,1
"MOTOCARD BIKE, SL",B61643540,Serveis,Serv.Rep.Mat. i revisions i informes oficials GSP,Menor A Genèrica,67.73,81.95,1
"MOTOR LLANSA,S.L.",B08156127,Serveis,Reparacions de vehicles GUB de propietat,Menor A Genèrica,311.77,377.24,1
MOTORES AUTOMO.VEHÍCULOS INDUS,A08184673,Serveis,Reparacions de vehicles GUB de propietat,Menor A Genèrica,188.02,227.5,1
MOTUM TECHNOLOGIES SL,B67214759,Serveis,Realitzar nova aplicació informàtica recursos mate,Menor,14550.0,17605.5,1
movilpack nueva generacion de,B60258043,Serveis,Instal·ació i recollida de senyalització,Obert,90739.15,109794.38,1
MOYANO SA,A58368796,Serveis,CÒPIES PLANOLS I ALTRES IMPRESSIONS 2021,Menor,1500.0,1815.0,1
MUDANZAS Y TRANSPORTES BARRIOS,B63213136,Serveis,Serveis aux. vinculats a activ. puntuals Districte,Menor A Genèrica,620.0,750.2,1
"MUJERES PA'LANTE, SCCL",F67220889,Serveis,Despeses atencions protocol.àries Ciència,Menor A Genèrica,682.5,759.0,1
MÜLLER MARTINI IBÉRICA SA,A08183667,Serveis,Manteniment i reparació altres béns singulars,Menor A Genèrica,242.5,293.43,1
"MULTISERVEIS NDAVANT, SL",B60579240,Serveis,Adequació i neteja estables UM GUB,Obert,144397.44,174720.9,1
MUNTATGES INSTAL-LLUMS SL,B60736485,Obres,SG - Diferents actuacions al CC Casa Groga,Menor,32973.52,39897.96,1
"MUNTATGES MOBILS, SL",B58603820,Serveis,"Lloguer, muntatge i desmuntatge estructures Arxiu",Menor,14903.8,18033.6,1
MUSEAL SCP,J66947342,Serveis,INVENTARI DE PRESÈNCIA i APLICACIÓ INFORMÀTICA COL,Obert,25164.25,30448.74,1
MUSICS DE CATALUNYA SCCL,F17678640,Serveis,"La Sedeta, organització d'actes i activitats",Menor A Genèrica,700.0,847.0,4
MUSSOL ANG SL,B63790893,Serveis,Atencions protocol•làries per la Gerència Recursos,Menor A Genèrica,1252.69,1377.98,22
MUSTRAMIT SL,B55029177,Serveis,"Cultura, organització d'actes i activitats",Menor A Genèrica,200.0,242.0,1
N54 PRODUCCCIONS,B64693294,CONCESSIONS DE SERVEIS,Gestió dels serveis del Sant Andreu Teatre,Obert,700000.0,700000.0,1
NABLABCN STUDIO SCP,J67436410,Serveis,Estudi edificació i protecció urbanística 22@,Menor,11650.0,14096.5,1
NACAR ESTUDIO SL,B64356355,Serveis,ACTES PUNTUALS,Menor A Genèrica,1170.0,1415.7,1
"NAD 103, SL",B66018359,Serveis,Adequació cistelles bàsquet Parc Espanya Industria,Menor,3495.0,4228.95,1
NAïFAR SCCL,F62064365,Serveis,Producció activ. festives puntuals barris C. Vella,Menor A Genèrica,467.76,467.76,1
